Article #,ingredient 1,Concentration ,Unit of concentration ,Normalized concentration % of meat,Chemical composition,source,ingredient 2,Concentration ,Unit of concentration ,Normalized concentration %,Chemical chomposition,Source,ingredient 3,Concentration ,Unit of concentration ,Normalized concentration,Chemical composition,Source,ingredient 4,Concentration ,Unit of concentration ,Normalized concentration,chemical composition,source,Immersion time,Packaging condition,Storage condition (°C),Meat type,meat type 2,part of product,Treatment,Combined treatment, Indicators,Type of indicator,Lower Level Threshold (log CFU/g),Upper Level Threshold (log CFU/g),Unit,Initial Count (Day 0),Pre-threshold   (Day),Pre-threshold Count,Efficacité pre-threshols,Initial inhibition factor,Pre-Threshold Proximity Index 1(TPI),Pre-Threshold Proximity Index 2(TPI),Efficacité pre-threshols proximity ,Post-threshold (Day),Post-threshold Count,Efficacité of Post-threshold,Efficiency,post inhibition factor ,Post-Threshold Proximity Index 1(TPI),Post-Threshold Proximity Index 2(TPI),Efficacité post-threshols proximity ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0327-346,Rosemary water extract,0.15,% (w/w),0.15,Phenol,plant,,,,,,,,,,,,,,,,,,,,,8,Beef,Beef,Swedish-style meatballs,ANM,,LAB,Microbial,5,7,log CFU/g,1.6,12,3.3,3,0.14,0.47,0.47,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0327-346,Rosemary oil and water extract,0.25,% (w/w),0.25,Phenol/Essential oil,plant,,,,,,,,,,,,,,,,,,,,,8,Beef,Beef,Swedish-style meatballs,ANM,,LAB,Microbial,5,7,log CFU/g,2.3,12,3.3,3,0.08,0.47,0.47,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0327-346,Lemon fiber,5,% (w/w),5,Carbohydrate   ,plant,,,,,,,,,,,,,,,,,,,,,8,Beef,Beef,Swedish-style meatballs,ANM,,LAB,Microbial,5,7,log CFU/g,1.6,12,1.6,3,0.00,0.23,0.23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0327-346,Orange fiber,5,% (w/w),5,Carbohydrate   ,plant,,,,,,,,,,,,,,,,,,,,,8,Beef,Beef,Swedish-style meatballs,ANM,,LAB,Microbial,5,7,log CFU/g,1.6,12,1.6,3,0.00,0.23,0.23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0359-360,mint leaf extract/Citrus leaf extract,-,-,0,,,,,,,,,,,,,,,,,,,,,30 min,packed in low density polyethylene (LDPE) pouch,0–2,Fish,Fish,Indian mackerel,,,TAC,Microbial,5,7,log CFU/g,4.17,,,,,,,,11,7.13,1,,0.648,1.426,1.019,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0359-360,mint leaf extract,0.5,% (w/v),0.5,Essential oil ,plant,,,,,,,,,,,,,,,,,,,30 min,packed in low density polyethylene (LDPE) pouch,0–2,Fish,Fish,Indian mackerel,ANM,,TAC,Microbial,5,7,log CFU/g,4.17,,,,,,,,16,7.33,1,,0.458,1.466,1.047,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0359-360,citrus peel extract,0.5,% (w/v),0.5,Phenol,plant,,,,,,,,,,,,,,,,,,,30 min,packed in low density polyethylene (LDPE) pouch,0–2,Fish,Fish,Indian mackerel,ANM,,TAC,Microbial,5,7,log CFU/g,4.17,,,,,,,,13,7.01,1,,0.539,1.402,1.001,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0361-363,drumstick leaf/mint leaf/curry leaf,,,0,,,,,,,,,,,,,,,,,,,,,,packed in low density polyethylene (LDPE) bags (200 gauge),7,Chicken,Chicken,restructured chicken block,,,TPC,Microbial,5,7,log CFU/g,3.4,20,4.2,3,0.04,0.60,0.60,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0361-363,drumstick leaf,1,%,1,Essential oil,plant,,,,,,,,,,,,,,,,,,,,packed in low density polyethylene (LDPE) bags (200 gauge),7,Chicken,Chicken,restructured chicken block,ANM,,TPC,Microbial,5,7,log CFU/g,3.1,20,3.7,3,0.03,0.53,0.53,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0361-363,mint leaf,1,%,1,Essential oil,plant,,,,,,,,,,,,,,,,,,,,packed in low density polyethylene (LDPE) bags (200 gauge),7,Chicken,Chicken,restructured chicken block,ANM,,TPC,Microbial,5,7,log CFU/g,3.1,20,3.9,3,0.04,0.56,0.56,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0361-363,curry leaf,1,%,1,Essential oil,plant,,,,,,,,,,,,,,,,,,,,packed in low density polyethylene (LDPE) bags (200 gauge),7,Chicken,Chicken,restructured chicken block,ANM,,TPC,Microbial,5,7,log CFU/g,2.9,20,3.7,3,0.04,0.53,0.53,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0523-526,Chitosan/Thyme oil,,,0,,,,,,,,,,,,,,,,,,,,,,aerobic packaging,4,Chicken,Chicken,Ready to cook chicken-pepper kebabs (125g),,,TVC,Microbial,5,7,log CFU/g,5.41,2,6.5,1,0.55,0.93,0.93,2,4,7.1,3,0.546,0.300,1.42,1.014,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0523-526,Chitosan,1.5,% (v/w),0.03,Carbohydrate  ,"algae, fish and others",,,,,,,,,,,,,,,,,,,,aerobic packaging,4,Chicken,Chicken,Ready to cook chicken-pepper kebabs (125g),ANM,,TVC,Microbial,5,7,log CFU/g,5.41,4,6.5,1,0.27,0.93,0.93,2,6,7,3,0.718,0.250,1.4,1.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0523-526,Thyme oil,0.2,% (v/w),0.2,Essential oil,plant,,,,,,,,,,,,,,,,,,,,aerobic packaging,4,Chicken,Chicken,Ready to cook chicken-pepper kebabs (125g),ANM,,TVC,Microbial,5,7,log CFU/g,5.41,4,6.5,1,0.27,0.93,0.93,2,6,7,3,0.718,0.250,1.4,1.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0523-526,Chitosan,1.5,% (v/w),0.03,Carbohydrate  ,"algae, fish and others",Thyme oil,0.2,% (v/w),0.2,,,,,,,,,,,,,,,,aerobic packaging,4,Chicken,Chicken,Ready to cook chicken-pepper kebabs (125g),ANM,,TVC,Microbial,5,7,log CFU/g,5.41,6,6.5,1,0.18,0.93,0.93,2,7,7,3,0.923,0.500,1.4,1.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0523-526,Chitosan/Thyme oil,,,0,,,,,,,,,,,,,,,,,,,,,,aerobic packaging,4,Chicken,Chicken,Ready to cook chicken-pepper kebabs (125g),,,Pseudomonas ,Microbial,5,7,log CFU/g,5.05,2,6.5,1,0.73,0.93,0.93,2,4,7.2,3,0.554,0.350,1.44,1.029,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0523-526,Chitosan,1.5,% (v/w),0.03,Carbohydrate  ,"algae, fish and others",,,,,,,,,,,,,,,,,,,,aerobic packaging,4,Chicken,Chicken,Ready to cook chicken-pepper kebabs (125g),ANM,,Pseudomonas ,Microbial,5,7,log CFU/g,5.05,4,6,1,0.24,0.86,0.86,2,6,7.5,3,0.833,0.750,1.5,1.071,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0523-526,Thyme oil,0.2,% (v/w),0.2,Essential oil,plant,,,,,,,,,,,,,,,,,,,,aerobic packaging,4,Chicken,Chicken,Ready to cook chicken-pepper kebabs (125g),ANM,,Pseudomonas ,Microbial,5,7,log CFU/g,5.05,4,6,1,0.24,0.86,0.86,2,6,7.5,3,0.833,0.750,1.5,1.071,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0523-526,Chitosan,1.5,% (v/w),0.03,Carbohydrate   ,"algae, fish and others",Thyme oil,0.2,% (v/w),0.2,,,,,,,,,,,,,,,,aerobic packaging,4,Chicken,Chicken,Ready to cook chicken-pepper kebabs (125g),ANM,,Pseudomonas ,Microbial,5,7,log CFU/g,5.05,6,6,1,0.16,0.86,0.86,2,8,7,3,0.875,0.500,1.4,1.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0523-526,Chitosan/Thyme oil,,,0,,,,,,,,,,,,,,,,,,,,,,aerobic packaging,4,Chicken,Chicken,Ready to cook chicken-pepper kebabs (125g),,,LAB,Microbial,5,7,log CFU/g,4.35,6,6.1,1,0.29,0.87,0.87,2,8,7,3,0.861,0.450,1.4,1.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0523-526,Chitosan,1.5,% (v/w),0.03,Carbohydrate   ,"algae, fish and others",,,,,,,,,,,,,,,,,,,,aerobic packaging,4,Chicken,Chicken,Ready to cook chicken-pepper kebabs (125g),ANM,,LAB,Microbial,5,7,log CFU/g,4.35,8,5,2,0.08,0.71,0.71,2,10,7,3,1.120,1.000,1.4,1.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0523-526,Thyme oil,0.2,% (v/w),0.2,Essential oil,plant,,,,,,,,,,,,,,,,,,,,aerobic packaging,4,Chicken,Chicken,Ready to cook chicken-pepper kebabs (125g),ANM,,LAB,Microbial,5,7,log CFU/g,4.35,8,5,2,0.08,0.71,0.71,2,10,7,3,1.120,1.000,1.4,1.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0523-526,Chitosan,1.5,% (v/w),0.03,Carbohydrate  ,"algae, fish and others",Thyme oil,0.2,% (v/w),0.2,,,,,,,,,,,,,,,,aerobic packaging,4,Chicken,Chicken,Ready to cook chicken-pepper kebabs (125g),ANM,,LAB,Microbial,5,7,log CFU/g,4.35,10,5.9,1,0.16,0.84,0.84,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0523-526,Chitosan/Thyme oil,,,0,,,,,,,,,,,,,,,,,,,,,,aerobic packaging,4,Chicken,Chicken,Ready to cook chicken-pepper kebabs (125g),,,B. thermosphacta,Microbial,5,7,log CFU/g,4.29,,,,,,,,12,9.13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0523-526,Chitosan,1.5,% (v/w),0.03,Carbohydrate   ,"algae, fish and others",,,,,,,,,,,,,,,,,,,,aerobic packaging,4,Chicken,Chicken,Ready to cook chicken-pepper kebabs (125g),ANM,,B. thermosphacta,Microbial,5,7,log CFU/g,4.29,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0523-526,Thyme oil,0.2,% (v/w),0.2,Essential oil,plant,,,,,,,,,,,,,,,,,,,,aerobic packaging,4,Chicken,Chicken,Ready to cook chicken-pepper kebabs (125g),ANM,,B. thermosphacta,Microbial,5,7,log CFU/g,4.29,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0523-526,Chitosan,1.5,% (v/w),0.03,Carbohydrate  ,"algae, fish and others",Thyme oil,0.2,% (v/w),0.2,,,,,,,,,,,,,,,,aerobic packaging,4,Chicken,Chicken,Ready to cook chicken-pepper kebabs (125g),ANM,,B. thermosphacta,Microbial,5,7,log CFU/g,4.29,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0523-526,Chitosan/Thyme oil,,,0,,,,,,,,,,,,,,,,,,,,,,aerobic packaging,4,Chicken,Chicken,Ready to cook chicken-pepper kebabs (125g),,,Enterobacteriaceae,Microbial,5,7,log CFU/g,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0523-526,Chitosan,1.5,% (v/w),0.03,Carbohydrate   ,"algae, fish and others",,,,,,,,,,,,,,,,,,,,aerobic packaging,4,Chicken,Chicken,Ready to cook chicken-pepper kebabs (125g),ANM,,Enterobacteriaceae,Microbial,5,7,log CFU/g,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0523-526,Thyme oil,0.2,% (v/w),0.2,Essential oil,plant,,,,,,,,,,,,,,,,,,,,aerobic packaging,4,Chicken,Chicken,Ready to cook chicken-pepper kebabs (125g),ANM,,Enterobacteriaceae,Microbial,5,7,log CFU/g,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0523-526,Chitosan,1.5,% (v/w),0.03,Carbohydrate ,"algae, fish and others",Thyme oil,0.2,% (v/w),0.2,,,,,,,,,,,,,,,,aerobic packaging,4,Chicken,Chicken,Ready to cook chicken-pepper kebabs (125g),ANM,,Enterobacteriaceae,Microbial,5,7,log CFU/g,3.5,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0523-526,Chitosan/Thyme oil,,,0,,,,,,,,,,,,,,,,,,,,,,aerobic packaging,4,Chicken,Chicken,Ready to cook chicken-pepper kebabs (125g),,,Fungal count,Microbial,2,3,log CFU/g,4.5,6,6.2,1,0.28,2.07,2.07,1,8,8,1,0.968,0.900,4.00,2.667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0523-526,Chitosan,1.5,% (v/w),0.03,Carbohydrate ,"algae, fish and others",,,,,,,,,,,,,,,,,,,,aerobic packaging,4,Chicken,Chicken,Ready to cook chicken-pepper kebabs (125g),ANM,,Fungal count,Microbial,2,3,log CFU/g,4.51,8,6,1,0.19,2.00,2.00,1,10,7,3,0.933,0.500,3.50,2.333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0523-526,Thyme oil,0.2,% (v/w),0.2,Essential oil,plant,,,,,,,,,,,,,,,,,,,,aerobic packaging,4,Chicken,Chicken,Ready to cook chicken-pepper kebabs (125g),ANM,,Fungal count,Microbial,2,3,log CFU/g,4.52,12,6.2,1,0.14,2.07,2.07,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0523-526,Chitosan,1.5,% (v/w),0.03,Carbohydrate  ,"algae, fish and others",Thyme oil,0.2,% (v/w),0.2,,,,,,,,,,,,,,,,aerobic packaging,4,Chicken,Chicken,Ready to cook chicken-pepper kebabs (125g),ANM,,Fungal count,Microbial,2,3,log CFU/g,4.53,12,4.7,1,0.01,1.57,1.57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0547-550,EDTA/lysozyme/Rosemary-Oregano (air),0,,0,,,,,,,,,,,,,,,,,,,,,,"Air Packaged, low- density polyethylene/polyamide/low-density polyethylene (LDPE/ PA/LDPE) barrier pouches",4,Chicken,Chicken,Semi cooked coated chicken fillets ,,,TVC,Microbial,5,7,log CFU/g,3.6,10,6.9,1,0.33,0.99,0.99,2,14,8.5,1,0.880,0.400,1.70,1.214,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0547-550,EDTA/lysozym/Rosemary/Oregano (vacuum),0,,0,,,,,,,,,,,,,,,,,,,,,,"Vacuum Packaging, low- density polyethylene/polyamide/low-density polyethylene (LDPE/ PA/LDPE) barrier pouches",4,Chicken,Chicken,Semi cooked coated chicken fillets ,,,TVC,Microbial,5,7,log CFU/g,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0547-550,EDTA–lysozyme solution,1.5,% (w/w),1.5,Protein ,enzyme,,,,,,,,,,,,,,,,,,,,"Vacuum Packaging, low- density polyethylene/polyamide/low-density polyethylene (LDPE/ PA/LDPE) barrier pouches",4,Chicken,Chicken,Semi cooked coated chicken fillets ,ANM+MAP,,TVC,Microbial,5,7,log CFU/g,3.6,12,6.5,1,0.24,0.93,0.93,2,14,7,3,0.923,0.250,1.40,1.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0547-550,Rosemary oil,0.2,% (v/w),0.2,Essential oil,plant,,,,,,,,,,,,,,,,,,,,"Vacuum Packaging, low- density polyethylene/polyamide/low-density polyethylene (LDPE/ PA/LDPE) barrier pouches",4,Chicken,Chicken,Semi cooked coated chicken fillets ,ANM+MAP,,TVC,Microbial,5,7,log CFU/g,3.6,14,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0547-550,Oregano oil,0.2,% (v/w),0.2,Essential oil,plant,,,,,,,,,,,,,,,,,,,,"Vacuum Packaging, low- density polyethylene/polyamide/low-density polyethylene (LDPE/ PA/LDPE) barrier pouches",4,Chicken,Chicken,Semi cooked coated chicken fillets ,ANM+MAP,,TVC,Microbial,5,7,log CFU/g,3.6,14,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0547-550,EDTA–lysozyme solution,1.5,% (w/w),1.5,Protein ,enzyme,Rosemary oil,0.2,% (v/w),0.2,Essential oil,plant,,,,,,,,,,,,,,"Vacuum Packaging, low- density polyethylene/polyamide/low-density polyethylene (LDPE/ PA/LDPE) barrier pouches",4,Chicken,Chicken,Semi cooked coated chicken fillets ,ANM+MAP,,TVC,Microbial,5,7,log CFU/g,3.6,14,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0547-550,EDTA–lysozyme solution,1.5,% (w/w),1.5,Protein ,enzyme,Oregano oil,0.2,% (v/w),0.2,Essential oil,plant,,,,,,,,,,,,,,"Vacuum Packaging, low- density polyethylene/polyamide/low-density polyethylene (LDPE/ PA/LDPE) barrier pouches",4,Chicken,Chicken,Semi cooked coated chicken fillets ,ANM+MAP,,TVC,Microbial,5,7,log CFU/g,3.6,14,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0570,Lemon Juice,250,mL,1.67,Organic acid ,plant,Thyme,20,g,0.13,Essential oil,plant,Rosemary,20,g,0.13,Phenol,plant,,,,,,,24 hours,marinated,0,chicken,Fresh bonned chicken ,leg,ANM,ANM,Salmonella,Microbial,0,0,CFU/plate,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0570,Lemon Juice,250,mL,1.67,Organic acid ,plant,Thyme,20,g,0.13,Essential oil,plant,Rosemary,20,g,0.13,Phenol,plant,,,,,,,24 hours,marinated,0,chicken,Fresh bonned chicken ,leg,ANM+Irradiation,Irradiation 3 kG,Salmonella,Microbial,0,0,CFU/plate,,9,0,3,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0570,Lemon Juice,250,mL,1.67,Organic acid ,plant,Thyme,20,g,0.13,Essential oil,plant,Rosemary,20,g,0.13,Phenol,plant,,,,,,,24 hours,marinated,0,chicken,Fresh bonned chicken ,leg,ANM+Irradiation,Irradiation 5 kG,Salmonella,Microbial,0,0,CFU/plate,,15,0,3,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0570,Lemon Juice,0,mL,0,,plant,Thyme,0,g,0,,plant,-,-,-,,Phenol,,,,,,,,-,vaccuum,0,chicken,Fresh bonned chicken ,leg,,ANM,Salmonella,Microbial,0,0,CFU/plate,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0570,Lemon Juice,0,mL,0,,plant,Thyme,0,g,0,,plant,-,-,-,,Phenol,,,,,,,,-,vaccuum,0,chicken,Fresh bonned chicken ,leg,,Irradiation 3 kG,Salmonella,Microbial,0,0,CFU/plate,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0570,Lemon Juice,0,mL,0,,plant,Thyme,0,g,0,,plant,-,-,-,,Phenol,,,,,,,,-,vaccuum,0,chicken,Fresh bonned chicken ,leg,,Irradiation 5 kG,Salmonella,Microbial,0,0,CFU/plate,,12,0,3,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0570,Lemon Juice,0,mL,0,,plant,Thyme,0,g,0,,plant,-,-,-,,Phenol,,,,,,,,-,air,0,chicken,Fresh bonned chicken ,leg,,Irradiation 0 kG,Salmonella,Microbial,0,0,CFU/plate,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0570,Lemon Juice,0,mL,0,,plant,Thyme,0,g,0,,plant,-,-,-,,Phenol,,,,,,,,-,air,0,chicken,Fresh bonned chicken ,leg,,Irradiation 3 kG,Salmonella,Microbial,0,0,CFU/plate,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0570,Lemon Juice,0,mL,0,,plant,Thyme,0,g,0,,plant,-,-,-,,Phenol,,,,,,,,-,air,0,chicken,Fresh bonned chicken ,leg,,Irradiation 5 kG,Salmonella,Microbial,0,0,CFU/plate,0,15,0,3,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0570,Lemon Juice,250,mL,1.67,Organic acid ,plant,Thyme,20,g,0.13,Essential oil,plant,Rosemary,20,g,0.13,Phenol,plant,,,,,,,24 hours,marinated,0,chicken,Fresh bonned chicken ,leg,ANM,Irradiation 0 kG,TVC,Microbial,5,7,log CFU/g,1.24,6,2.76,3,0.25,0.39,0.39,3,9,6.25,3,1.510,1.163,1.25,0.893,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0570,Lemon Juice,250,mL,1.67,Organic acid ,plant,Thyme,20,g,0.13,Essential oil,plant,Rosemary,20,g,0.13,Phenol,plant,,,,,,,24 hours,marinated,0,chicken,Fresh bonned chicken ,leg,ANM+Irradiation,Irradiation 3 kG,TVC,Microbial,5,7,log CFU/g,1.24,6,2.76,3,0.25,0.39,0.39,3,9,6.25,3,1.510,1.163,1.25,0.893,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0570,Lemon Juice,250,mL,1.67,Organic acid ,plant,Thyme,20,g,0.13,Essential oil,plant,Rosemary,20,g,0.13,Phenol,plant,,,,,,,24 hours,marinated,0,chicken,Fresh bonned chicken ,leg,ANM+Irradiation,Irradiation 5 kG,TVC,Microbial,5,7,log CFU/g,1.24,6,2.76,3,0.25,0.39,0.39,3,9,6.25,3,1.510,1.163,1.25,0.893,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0570,Lemon Juice,0,mL,0,,plant,Thyme,0,g,0,,plant,-,-,-,,Phenol,,,,,,,,-,vaccuum,0,chicken,Fresh bonned chicken ,leg,,(MAP) Irradiation 0 kG,TVC,Microbial,5,7,log CFU/g,2.63,6,4.23,2,0.27,0.60,0.60,3,9,6.94,3,1.094,0.903,1.39,0.991,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0570,Lemon Juice,0,mL,0,,plant,Thyme,0,g,0,,plant,-,-,-,,Phenol,,,,,,,,-,vaccuum,0,chicken,Fresh bonned chicken ,leg,,(MAP) Irradiation 3 kG,TVC,Microbial,5,7,log CFU/g,2.63,6,4.23,2,0.27,0.60,0.60,3,9,6.94,3,1.094,0.903,1.39,0.991,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0570,Lemon Juice,0,mL,0,,plant,Thyme,0,g,0,,plant,-,-,-,,Phenol,,,,,,,,-,vaccuum,0,chicken,Fresh bonned chicken ,leg,,(MAP) Irradiation 5 kG,TVC,Microbial,5,7,log CFU/g,2.63,6,4.23,2,0.27,0.60,0.60,3,9,6.94,3,1.094,0.903,1.39,0.991,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0570,Lemon Juice,0,mL,0,,plant,Thyme,0,g,0,,plant,-,-,-,,Phenol,,,,,,,,-,air,0,chicken,Fresh bonned chicken ,leg,,Irradiation 0 kG,TVC,Microbial,5,7,log CFU/g,2.53,6,4.36,2,0.31,0.62,0.62,3,9,6.64,3,1.015,0.760,1.33,0.949,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0570,Lemon Juice,0,mL,0,,plant,Thyme,0,g,0,,plant,-,-,-,,Phenol,,,,,,,,-,air,0,chicken,Fresh bonned chicken ,leg,,Irradiation 3 kG,TVC,Microbial,5,7,log CFU/g,2.53,6,4.36,2,0.31,0.62,0.62,3,9,6.64,3,1.015,0.760,1.33,0.949,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0570,Lemon Juice,0,mL,0,,plant,Thyme,0,g,0,,plant,-,-,-,,Phenol,,,,,,,,-,air,0,chicken,Fresh bonned chicken ,leg,,Irradiation 5 kG,TVC,Microbial,5,7,log CFU/g,2.53,6,4.36,2,0.31,0.62,0.62,3,9,6.64,3,1.015,0.760,1.33,0.949,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0576-579,Tumeric oil/Sodium benzoate,,,0,,,,,,,,,,,,,,,,,,,,,,packed in Tetra pack pouches,room temp,Mixed,Mixed,"food containing potato, boneless chicken cooking oil, masala, tomato and salt ",,,TVC,Microbial,5,7,log CFU/g,2.51,1,2.51,3,0.00,0.36,0.36,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0576-579,Turmeric oil ,1,%,1,Phenol,plant,,,,,,,,,,,,,,,,,,,,packed in Tetra pack pouches,room temp,Mixed,Mixed,"food containing potato, boneless chicken cooking oil, masala, tomato and salt ",ANM,,TVC,Microbial,5,7,log CFU/g,2.41,1,2.41,3,0.00,0.34,0.34,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0576-579,Turmeric oil ,2,%,2,Phenol,plant,,,,,,,,,,,,,,,,,,,,packed in Tetra pack pouches,room temp,Mixed,Mixed,"food containing potato, boneless chicken cooking oil, masala, tomato and salt ",ANM,,TVC,Microbial,5,7,log CFU/g,2.18,1,2.41,3,0.23,0.34,0.34,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0576-579,Sodium benzoate,0.1,%,0.1,,,,,,,,,,,,,,,,,,,,,,packed in Tetra pack pouches,room temp,Mixed,Mixed,"food containing potato, boneless chicken cooking oil, masala, tomato and salt ",ANM,,TVC,Microbial,5,7,log CFU/g,1.4,16,1.71,3,0.02,0.24,0.24,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0576-579,Sodium benzoate,0.1,%,0.1,,,Turmeric oil ,1,%,1,,,,,,,,,,,,,,,,packed in Tetra pack pouches,room temp,Mixed,Mixed,"food containing potato, boneless chicken cooking oil, masala, tomato and salt ",ANM,,TVC,Microbial,5,7,log CFU/g,1.3,46,0.7,3,-0.01,0.10,0.10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0576-579,Turmeric oil ,1,%,1,Phenol,plant,,,,,,,,,,,,,,,,,,,,packed in Tetra pack pouches,room temp,Mixed,Mixed,"food containing potato, boneless chicken cooking oil, masala, tomato and salt ",ANM+HEAT,autoclaved at 121 °C for 5 min,TVC,Microbial,5,7,log CFU/g,0.7,91,0.7,3,0.00,0.10,0.10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0576-579,Turmeric oil ,2,%,2,Phenol,plant,,,,,,,,,,,,,,,,,,,,packed in Tetra pack pouches,room temp,Mixed,Mixed,"food containing potato, boneless chicken cooking oil, masala, tomato and salt ",ANM+HEAT,autoclaved at 121 °C for 5 min,TVC,Microbial,5,7,log CFU/g,0.7,31,0.7,3,0.00,0.10,0.10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
