experiment_id,ingredient_id,ingredient,concentration,unit_of_concentration,normalized_concentration_%_of_meat,chemical_composition,source,immersion_time,packaging_class,packaging_material,container_type,special_properties,storage_condition_(°c),meat_type,part_of_product,physical_hurdle_tech,application_method,hurdle_coordination,irradiation_dose,indicators,type_of_indicator,lower_level_threshold_(log_cfu/g),upper_level_threshold_(log_cfu/g),unit,initial_count_(day_0),pre_threshold_(day),pre_threshold_count,initial_inhibition_factor,post_threshold_(day),post_threshold_count,post_inhibition_factor,post_threshold_proximity_index_2(tpi),data_source
7,1,nisin,1500.0,iu/g,0.15,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,4.3,1.0,4.3,0.0,18.5,7.0,0.154,1.0,theoretical
7,1,nisin,500.0,iu/g,0.05,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,4.3,1.0,4.3,0.0,21.5,7.0,0.132,1.0,theoretical
7,1,nisin,1500.0,iu/g,0.15,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,4.3,1.0,4.3,0.0,27.0,7.0,0.104,1.0,theoretical
7,1,control,0.0,iu/g,0.0,none,none,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,4.3,1.0,4.3,0.0,9.5,7.0,0.318,1.0,theoretical
7,1,control,0.0,iu/g,0.0,none,none,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,4.3,1.0,4.3,0.0,9.5,7.0,0.318,1.0,theoretical
7,1,control,0.0,iu/g,0.0,none,none,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,,,,lab,microbial,5.0,7.0,log cfu/g,4.8,8.0,6.5,0.21,12.0,7.5,0.25,1.071,theoretical
7,1,nisin,500.0,iu/g,0.05,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,lab,microbial,5.0,7.0,log cfu/g,4.8,8.0,6.0,0.15,12.0,7.2,0.3,1.029,theoretical
7,1,nisin,1500.0,iu/g,0.15,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,lab,microbial,5.0,7.0,log cfu/g,4.8,12.0,6.2,0.12,16.0,7.2,0.25,1.029,theoretical
7,1,nisin,500.0,iu/g,0.05,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,lab,microbial,5.0,7.0,log cfu/g,4.8,16.0,6.8,0.13,20.0,7.2,0.1,1.029,theoretical
7,1,nisin,1500.0,iu/g,0.15,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,lab,microbial,5.0,7.0,log cfu/g,4.8,16.0,6.7,0.12,20.0,7.1,0.1,1.014,theoretical
7,1,nisin,500.0,iu/g,0.05,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,lab,microbial,5.0,7.0,log cfu/g,4.8,20.0,6.6,0.09,24.0,7.0,0.1,1.0,theoretical
7,1,nisin,1500.0,iu/g,0.15,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,lab,microbial,5.0,7.0,log cfu/g,4.8,20.0,6.6,0.09,24.0,7.0,0.1,1.0,theoretical
7,1,control,0.0,iu/g,0.0,none,none,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,,,,b. thermosphacta,microbial,5.0,7.0,log cfu/g,4.5,8.0,6.0,0.19,12.0,7.2,0.3,1.029,theoretical
7,1,nisin,500.0,iu/g,0.05,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,b. thermosphacta,microbial,5.0,7.0,log cfu/g,4.5,8.0,5.8,0.16,12.0,7.0,0.3,1.0,theoretical
7,1,nisin,1500.0,iu/g,0.15,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,b. thermosphacta,microbial,5.0,7.0,log cfu/g,4.5,12.0,5.7,0.1,15.0,7.1,0.467,1.014,theoretical
7,1,nisin,500.0,iu/g,0.05,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,b. thermosphacta,microbial,5.0,7.0,log cfu/g,4.5,12.0,5.6,0.09,15.0,7.0,0.467,1.0,theoretical
7,1,nisin,1500.0,iu/g,0.15,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,b. thermosphacta,microbial,5.0,7.0,log cfu/g,4.5,24.0,6.2,0.07,,,,,theoretical
7,1,nisin,500.0,iu/g,0.05,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,b. thermosphacta,microbial,5.0,7.0,log cfu/g,4.5,24.0,6.0,0.06,,,,,theoretical
7,1,nisin,1500.0,iu/g,0.15,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,b. thermosphacta,microbial,5.0,7.0,log cfu/g,4.5,24.0,5.9,0.06,,,,,theoretical
7,1,control,0.0,iu/g,0.0,none,none,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,,,,pseudomonas,microbial,5.0,7.0,log cfu/g,3.8,8.0,6.0,0.28,12.0,7.1,0.275,1.014,theoretical
7,1,nisin,500.0,iu/g,0.05,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,pseudomonas,microbial,5.0,7.0,log cfu/g,3.8,8.0,6.8,0.38,12.0,7.0,0.05,1.0,theoretical
7,1,nisin,1500.0,iu/g,0.15,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,pseudomonas,microbial,5.0,7.0,log cfu/g,3.8,12.0,6.8,0.25,16.0,7.0,0.05,1.0,theoretical
7,1,nisin,500.0,iu/g,0.05,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,pseudomonas,microbial,5.0,7.0,log cfu/g,3.8,24.0,5.8,0.08,,,,,theoretical
7,1,nisin,1500.0,iu/g,0.15,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,pseudomonas,microbial,5.0,7.0,log cfu/g,3.8,24.0,5.8,0.08,,,,,theoretical
7,1,nisin,500.0,iu/g,0.05,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,pseudomonas,microbial,5.0,7.0,log cfu/g,3.8,24.0,5.5,0.07,,,,,theoretical
7,1,nisin,1500.0,iu/g,0.15,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,pseudomonas,microbial,5.0,7.0,log cfu/g,3.8,24.0,5.0,0.05,,,,,theoretical
7,1,control,0.0,iu/g,0.0,none,none,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,,,,enterobacteriaceae,microbial,5.0,7.0,log cfu/g,3.0,20.0,6.8,0.19,24.0,7.0,0.05,1.0,theoretical
7,1,nisin,500.0,iu/g,0.05,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,enterobacteriaceae,microbial,5.0,7.0,log cfu/g,3.0,24.0,6.8,0.16,,,,,theoretical
7,1,nisin,1500.0,iu/g,0.15,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,enterobacteriaceae,microbial,5.0,7.0,log cfu/g,3.0,24.0,6.8,0.16,,,,,theoretical
7,1,nisin,500.0,iu/g,0.05,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,enterobacteriaceae,microbial,5.0,7.0,log cfu/g,3.0,24.0,6.6,0.15,,,,,theoretical
7,1,nisin,1500.0,iu/g,0.15,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,enterobacteriaceae,microbial,5.0,7.0,log cfu/g,3.0,24.0,6.5,0.15,,,,,theoretical
7,1,nisin,500.0,iu/g,0.05,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,enterobacteriaceae,microbial,5.0,7.0,log cfu/g,3.0,24.0,6.0,0.13,,,,,theoretical
7,1,nisin,1500.0,iu/g,0.15,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,enterobacteriaceae,microbial,5.0,7.0,log cfu/g,3.0,24.0,5.8,0.12,,,,,theoretical
7,1,control,0.0,iu/g,0.0,none,none,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,,,,tman,chemical,,10.0,mg n/100g,2.0,12.0,4.5,0.208,16.0,10.5,1.5,1.05,theoretical
7,1,nisin,500.0,iu/g,0.05,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tman,chemical,,10.0,mg n/100g,2.0,12.0,4.0,0.167,16.0,10.5,1.625,1.05,theoretical
7,1,nisin,1500.0,iu/g,0.15,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tman,chemical,,10.0,mg n/100g,2.0,15.0,6.0,0.267,20.0,10.0,0.8,1.0,theoretical
7,1,nisin,500.0,iu/g,0.05,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tman,chemical,,10.0,mg n/100g,2.0,15.0,6.0,0.267,20.0,10.0,0.8,1.0,theoretical
7,1,nisin,1500.0,iu/g,0.15,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tman,chemical,,10.0,mg n/100g,2.0,20.0,7.0,0.25,24.0,10.0,0.75,1.0,theoretical
7,1,nisin,500.0,iu/g,0.05,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tman,chemical,,10.0,mg n/100g,2.0,24.0,6.0,0.167,,,,,theoretical
7,1,nisin,1500.0,iu/g,0.15,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tman,chemical,,10.0,mg n/100g,2.0,24.0,3.0,0.042,,,,,theoretical
7,1,control,0.0,iu/g,0.0,none,none,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tman,chemical,,10.0,mg n/100g,,,,,,,,,theoretical
7,1,control,0.0,iu/g,0.0,none,none,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tman,chemical,,10.0,mg n/100g,,,,,,,,,theoretical
7,1,control,0.0,iu/g,0.0,none,none,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,,,,tvbn,chemical,20.0,40.0,mg n/100g,23.6,8.0,35.0,1.425,12.0,42.0,1.75,1.05,theoretical
7,1,nisin,500.0,iu/g,0.05,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tvbn,chemical,20.0,40.0,mg n/100g,23.6,8.0,34.0,1.3,12.0,40.0,1.5,1.0,theoretical
7,1,nisin,1500.0,iu/g,0.15,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tvbn,chemical,20.0,40.0,mg n/100g,23.6,12.0,34.0,0.867,15.0,60.3,8.767,1.51,theoretical
7,1,nisin,500.0,iu/g,0.05,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tvbn,chemical,20.0,40.0,mg n/100g,23.6,15.0,38.0,0.96,20.0,49.2,2.24,1.23,theoretical
7,1,nisin,1500.0,iu/g,0.15,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tvbn,chemical,20.0,40.0,mg n/100g,23.6,24.0,39.5,0.663,,,,,theoretical
7,1,nisin,500.0,iu/g,0.05,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tvbn,chemical,20.0,40.0,mg n/100g,23.6,24.0,37.4,0.575,,,,,theoretical
7,1,nisin,1500.0,iu/g,0.15,protein,microbial,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tvbn,chemical,20.0,40.0,mg n/100g,23.6,24.0,32.1,0.354,,,,,theoretical
8,1,control,0.0,%,0.0,none,none,,aerobic,,,,4,chicken,fresh chicken breast 300g,,,,,tvc,microbial,5.0,7.0,log cfu/g,4.28,3.0,5.83,0.52,6.0,7.1,0.423,1.014,theoretical
8,1,organo eo,0.1,%,0.1,essential oil,plant,,aerobic,,,,4,chicken,fresh chicken breast 300g,,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,4.28,3.0,5.59,0.44,6.0,6.92,0.443,0.989,theoretical
8,1,organo eo,1.0,%,1.0,essential oil,plant,,aerobic,,,,4,chicken,fresh chicken breast 300g,,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,4.28,15.0,5.38,0.07,20.0,6.83,0.29,0.976,theoretical
8,1,control,0.0,%,0.0,none,none,,map,,,,4,chicken,fresh chicken breast 300g,,,,,tvc,microbial,5.0,7.0,log cfu/g,4.28,9.0,6.23,0.22,12.0,7.09,0.287,1.013,theoretical
8,1,organo eo,0.1,%,0.1,essential oil,plant,,map,,,,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,4.28,9.0,6.12,0.2,12.0,6.91,0.263,0.987,theoretical
8,1,organo eo,1.0,%,1.0,essential oil,plant,,map,,,,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,4.28,20.0,5.87,0.08,25.0,6.88,0.202,0.983,theoretical
8,1,control,0.0,%,0.0,none,none,,map,,,,4,chicken,fresh chicken breast 300g,,,,,tvc,microbial,5.0,7.0,log cfu/g,4.28,12.0,6.62,0.2,15.0,7.18,0.187,1.026,theoretical
8,1,organo eo,0.1,%,0.1,essential oil,plant,,map,,,,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,4.28,9.0,6.22,0.22,12.0,6.98,0.253,0.997,theoretical
8,1,organo eo,1.0,%,1.0,essential oil,plant,,map,,,,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,4.28,25.0,6.32,0.08,,,,,theoretical
9,1,control,,,0.0,none,none,,active_antimicrobial,pa|cellulose,,active packaging,4±1,beef,veal fillet,,,,,tac,microbial,5.0,7.0,log cfu/g,5.34,1.0,5.34,0.0,3.0,6.48,0.57,0.926,theoretical
9,1,lysozyme,10.0,% (w/w),10.0,protein,enzyme,,active_antimicrobial,pa|cellulose,,active packaging,4±1,beef,veal fillet,,anm,single,,tac,microbial,5.0,7.0,log cfu/g,5.34,3.0,5.55,0.07,,,,,theoretical
9,1,lactoferrin,5.0,% (w/w),5.0,protein,enzyme,,active_antimicrobial,pa|cellulose,,active packaging,4±1,beef,veal fillet,,anm,single,,tac,microbial,5.0,7.0,log cfu/g,5.34,1.0,5.34,0.0,3.0,6.3,0.48,0.9,theoretical
9,1,lysozyme,5.0,% (w/w),5.0,protein,enzyme,,active_antimicrobial,pa|cellulose,,active packaging,4±1,beef,veal fillet,,anm,single,,tac,microbial,5.0,7.0,log cfu/g,5.34,3.0,5.43,0.03,,,,,theoretical
10,1,control,,,0.0,none,none,,vacuum,pa,,,4±1,beef,ground beef patties,,,,,pseudomonas,microbial,5.0,7.0,log cfu/g,6.36,12.0,6.0,-0.03,,,,,theoretical
10,1,oregano eo,5.0,%,5.0,essential oil,plant,,vacuum,pa,,,4±1,beef,ground beef patties,,,,,pseudomonas,microbial,5.0,7.0,log cfu/g,6.36,12.0,5.5,-0.07,,,,,theoretical
10,1,thyme eo,5.0,%,5.0,essential oil,plant,,vacuum,pa,,,4±1,beef,ground beef patties,,,,,pseudomonas,microbial,5.0,7.0,log cfu/g,6.36,12.0,5.25,-0.09,,,,,theoretical
10,1,oregano eo,2.5,%,2.5,essential oil,plant,,vacuum,pa,,,4±1,beef,ground beef patties,,,,,pseudomonas,microbial,5.0,7.0,log cfu/g,6.36,12.0,5.25,-0.09,,,,,theoretical
10,1,control,,,0.0,none,none,,vacuum,pa,,,4±1,beef,ground beef patties,,,,,tcc,microbial,2.0,4.0,log cfu/g,4.7,12.0,5.25,0.05,,,,,theoretical
10,1,organo eo,5.0,%,5.0,essential oil,plant,,vacuum,pa,,,4±1,beef,ground beef patties,,anm+map,hybrid_simultaneous,,tcc,microbial,2.0,4.0,log cfu/g,4.7,12.0,5.0,0.03,,,,,theoretical
10,1,thyme eo,5.0,%,5.0,essential oil,plant,,vacuum,pa,,,4±1,beef,ground beef patties,,anm+map,hybrid_simultaneous,,tcc,microbial,2.0,4.0,log cfu/g,4.7,12.0,5.0,0.03,,,,,theoretical
10,1,organo eo,2.5,%,2.5,essential oil,plant,,vacuum,pa,,,4±1,beef,ground beef patties,,anm+map,hybrid_simultaneous,,tcc,microbial,2.0,4.0,log cfu/g,4.7,12.0,5.0,0.03,,,,,theoretical
12,1,control,,,0.0,none,none,,,protein film,film,,5,beef,freshly cut beef (2.1x2.5x1cm),,,,,tvc,microbial,5.0,7.0,log cfu/g,3.0,1.0,3.0,0.0,9.0,8.4,0.675,1.2,theoretical
12,1,oregano eo,1.5,% (w/w),1.5,essential oil,plant,,,protein film,film,,5,beef,freshly cut beef (2.1x2.5x1cm),,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,3.0,9.0,5.1,0.23,13.0,7.0,0.475,1.0,theoretical
12,1,control,,,0.0,none,none,,,protein film,film,,5,beef,freshly cut beef (2.1x2.5x1cm),,,,,pseudomonas,microbial,5.0,7.0,log cfu/g,3.0,1.0,3.0,0.0,9.0,8.4,0.675,1.2,theoretical
12,1,oregano eo,1.5,% (w/w),1.5,essential oil,plant,,,protein film,film,,5,beef,freshly cut beef (2.1x2.5x1cm),,,,,pseudomonas,microbial,5.0,7.0,log cfu/g,3.0,9.0,5.1,0.23,13.0,7.0,0.475,1.0,theoretical
12,1,control,,,0.0,none,none,,,protein film,film,,5,beef,freshly cut beef (2.1x2.5x1cm),,,,,lab,microbial,5.0,7.0,log cfu/g,3.0,1.0,3.0,0.0,9.0,8.4,0.675,1.2,theoretical
12,1,oregano eo,1.5,% (w/w),1.5,essential oil,plant,,,protein film,film,,5,beef,freshly cut beef (2.1x2.5x1cm),,anm,single,,lab,microbial,5.0,7.0,log cfu/g,3.0,9.0,5.1,0.23,13.0,7.0,0.475,1.0,theoretical
14,1,control,,,0.0,none,none,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,,,,tvc,microbial,5.0,7.0,log cfu/g,4.85,1.0,4.85,0.0,6.0,7.5,0.53,1.071,theoretical
14,1,pomegranate fruit juice,100.0,%,2.0,phenol,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,4.85,11.0,6.5,0.15,16.0,7.5,0.2,1.071,theoretical
14,1,pomegranate fruit juice,100.0,%,2.0,phenol,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,4.85,21.0,6.5,0.08,,,,,theoretical
14,1,pomegranate fruit juice,100.0,%,2.0,phenol,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,4.85,21.0,6.5,0.08,,,,,theoretical
14,1,pomegranate fruit juice,100.0,%,2.0,phenol,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,4.85,21.0,6.5,0.08,,,,,theoretical
14,1,control,,,0.0,none,none,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,,,,pseudomonas,microbial,5.0,7.0,log cfu/g,4.04,1.0,4.04,0.0,6.0,7.0,0.592,1.0,theoretical
14,1,pomegranate fruit juice,100.0,%,2.0,phenol,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,,,,pseudomonas,microbial,5.0,7.0,log cfu/g,4.04,11.0,6.9,0.26,16.0,7.1,0.04,1.014,theoretical
14,1,pomegranate fruit juice,100.0,%,2.0,phenol,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,,,,pseudomonas,microbial,5.0,7.0,log cfu/g,4.04,16.0,6.5,0.15,21.0,7.0,0.1,1.0,theoretical
14,1,pomegranate fruit juice,100.0,%,2.0,phenol,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,,,,pseudomonas,microbial,5.0,7.0,log cfu/g,4.04,21.0,6.1,0.1,,,,,theoretical
14,1,pomegranate fruit juice,100.0,%,2.0,phenol,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,,,,pseudomonas,microbial,5.0,7.0,log cfu/g,4.04,21.0,6.0,0.09,,,,,theoretical
14,1,control,,,0.0,none,none,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,,,,lab,microbial,5.0,7.0,log cfu/g,4.87,1.0,4.87,0.0,6.0,7.0,0.426,1.0,theoretical
14,1,pomegranate fruit juice,100.0,%,2.0,phenol,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,anm,single,,lab,microbial,5.0,7.0,log cfu/g,4.87,6.0,6.5,0.27,11.0,7.0,0.1,1.0,theoretical
14,1,pomegranate fruit juice,100.0,%,2.0,phenol,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,anm,single,,lab,microbial,5.0,7.0,log cfu/g,4.87,6.0,5.5,0.11,11.0,7.1,0.32,1.014,theoretical
14,1,pomegranate fruit juice,100.0,%,2.0,phenol,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,anm,single,,lab,microbial,5.0,7.0,log cfu/g,4.87,16.0,6.5,0.1,21.0,7.5,0.2,1.071,theoretical
14,1,pomegranate fruit juice,100.0,%,2.0,phenol,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,anm,single,,lab,microbial,5.0,7.0,log cfu/g,4.87,16.0,6.1,0.08,21.0,7.0,0.18,1.0,theoretical
14,1,control,,,0.0,none,none,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,,,,psy,chemical,5.0,7.0,log cfu/g,3.19,2.0,3.19,0.0,6.0,9.0,1.453,1.286,theoretical
14,1,pomegranate fruit juice,100.0,%,2.0,phenol,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,anm,single,,psy,chemical,5.0,7.0,log cfu/g,3.64,2.0,3.64,0.0,6.0,7.5,0.965,1.071,theoretical
14,1,pomegranate fruit juice,100.0,%,2.0,phenol,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,anm,single,,psy,chemical,5.0,7.0,log cfu/g,3.7,6.0,6.1,0.4,11.0,7.5,0.28,1.071,theoretical
14,1,pomegranate fruit juice,100.0,%,2.0,phenol,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,anm,single,,psy,chemical,5.0,7.0,log cfu/g,3.74,11.0,6.5,0.25,16.0,7.45,0.19,1.064,theoretical
14,1,pomegranate fruit juice,100.0,%,2.0,phenol,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,anm,single,,psy,chemical,5.0,7.0,log cfu/g,4.1,16.0,6.1,0.13,21.0,7.0,0.18,1.0,theoretical
14,1,control,,,0.0,none,none,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,,,,pv,chemical,10.0,25.0,meq o2/kg fat,0.07,20.0,0.13,0.003,,,,,theoretical
