article_#,ingredient_id,ingredient,concentration,unit_of_concentration,normalized_concentration_%_of_meat,chemical_composition,source,immersion_time,packaging_class,packaging_material,container_type,special_properties,storage_condition_(°c),meat_type,part_of_product,physical_hurdle_tech,application_method,hurdle_coordination,irradiation_dose,indicators,type_of_indicator,lower_level_threshold_(log_cfu/g),upper_level_threshold_(log_cfu/g),unit,initial_count_(day_0),pre_threshold_(day),pre_threshold_count,initial_inhibition_factor,post_threshold_(day),post_threshold_count,post_inhibition_factor,post_threshold_proximity_index_2(tpi),data_source
anx-0053-54,1,activin,0.02,%,0.02,polyphenol,plant,,,,,,4,beef,cooked ground beef,,,,,hexanal content (hc),chemical,1.0,5.9,ppm,0.15,4.0,0.79,0.16,,,,,theoretical
anx-0053-54,1,bha,0.01,%,0.02,organic compound (antioxidant),other natural sources,,,,,,4,beef,cooked ground beef,,,,,hexanal content (hc),chemical,1.0,5.9,ppm,0.06,4.0,0.17,0.028,,,,,theoretical
anx-0053-54,1,pycnogenol,0.02,%,0.02,polyphenol,plant,,,,,,4,beef,cooked ground beef,,,,,hexanal content (hc),chemical,1.0,5.9,ppm,0.19,4.0,1.53,0.335,,,,,theoretical
anx-0053-54,1,roremary,0.02,%,0.02,phenol,plant,,,,,,4,beef,cooked ground beef,,anm,single,,hexanal content (hc),chemical,1.0,5.9,ppm,0.17,4.0,1.36,0.298,,,,,theoretical
anx-0053-54,1,stpp,0.02,%,0.02,mineral,other natural sources,,,,,,4,beef,cooked ground beef,,,,,hexanal content (hc),chemical,1.0,5.9,ppm,0.26,4.0,1.64,0.345,,,,,theoretical
anx-0053-54,1,α-tocopherol,0.02,%,0.02,phenol,plant,,,,,,4,beef,cooked ground beef,,anm,single,,hexanal content (hc),chemical,1.0,5.9,ppm,0.08,4.0,0.91,0.208,,,,,theoretical
anx-0053-54,1,control,,,0.0,none,none,,,,,,4,beef,cooked ground beef,,,,,tbars,chemical,0.5,2.0,mg mda per kg,1.85,1.0,1.85,0.0,2.0,3.56,1.71,1.78,theoretical
anx-0053-54,1,activin,0.05,%,0.05,anthocyanins,plant,,,,,,4,beef,cooked ground beef,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,1.45,4.0,1.88,0.108,,,,,theoretical
anx-0053-54,1,activin,0.1,%,0.1,anthocyanins,plant,,,,,,4,beef,cooked ground beef,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,1.36,4.0,1.35,-0.003,,,,,theoretical
anx-0053-54,1,bha,0.01,%,0.01,organic compound (antioxidant),other natural sources,,,,,,4,beef,cooked ground beef,,,,,tbars,chemical,0.5,2.0,mg mda per kg,1.57,4.0,1.5,-0.018,,,,,theoretical
anx-0053-55,1,pycnogenol,0.05,%,0.05,anthocyanins,plant,,,,,,4,beef,cooked ground beef,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,1.47,3.0,1.95,0.16,4.0,2.31,0.36,1.16,theoretical
anx-0053-56,1,pycnogenol,0.1,%,0.1,anthocyanins,plant,,,,,,4,beef,cooked ground beef,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,1.41,4.0,1.58,0.043,,,,,theoretical
anx-0053-57,1,roremary,0.05,%,0.05,phenol,plant,,,,,,4,beef,cooked ground beef,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,1.55,1.0,1.55,0.0,2.0,2.5,0.95,1.25,theoretical
anx-0053-58,1,roremary,0.1,%,0.1,phenol,plant,,,,,,4,beef,cooked ground beef,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,1.38,1.0,1.38,0.0,2.0,2.2,0.82,1.1,theoretical
anx-0053-59,1,α-tocopherol,0.05,%,0.05,phenol,plant,,,,,,4,beef,cooked ground beef,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,1.71,1.0,1.71,0.0,2.0,3.55,1.84,1.78,theoretical
anx-0053-60,1,α-tocopherol,0.1,%,0.1,phenol,plant,,,,,,4,beef,cooked ground beef,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,1.69,1.0,1.69,0.0,2.0,2.2,0.51,1.1,theoretical
anx-0053-54,1,control,,,0.0,none,none,,,,,,4,beef,cooked ground beef,,,,,hexanal content (hc),chemical,1.0,5.9,ppm,0.14,4.0,2.9,0.69,,,,,theoretical
anx-0053-54,1,activin,0.05,%,0.05,anthocyanins,plant,,,,,,4,beef,cooked ground beef,,anm,single,,hexanal content (hc),chemical,1.0,5.9,ppm,0.04,4.0,0.22,0.045,,,,,theoretical
anx-0053-54,1,activin,0.1,%,0.1,anthocyanins,plant,,,,,,4,beef,cooked ground beef,,anm,single,,hexanal content (hc),chemical,1.0,5.9,ppm,0.04,4.0,0.08,0.01,,,,,theoretical
anx-0053-54,1,bha,0.01,%,0.01,organic compound (antioxidant),other natural sources,,,,,,4,beef,cooked ground beef,,,,,hexanal content (hc),chemical,1.0,5.9,ppm,0.05,4.0,0.08,0.008,,,,,theoretical
anx-0053-55,1,pycnogenol,0.05,%,0.05,anthocyanins,plant,,,,,,4,beef,cooked ground beef,,anm,single,,hexanal content (hc),chemical,1.0,5.9,ppm,0.06,4.0,0.64,0.145,,,,,theoretical
anx-0053-56,1,pycnogenol,0.1,%,0.1,anthocyanins,plant,,,,,,4,beef,cooked ground beef,,anm,single,,hexanal content (hc),chemical,1.0,5.9,ppm,0.04,4.0,0.18,0.035,,,,,theoretical
anx-0053-57,1,roremary,0.05,%,0.05,phenol,plant,,,,,,4,beef,cooked ground beef,,anm,single,,hexanal content (hc),chemical,1.0,5.9,ppm,0.07,4.0,1.09,0.255,,,,,theoretical
anx-0053-58,1,roremary,0.1,%,0.1,phenol,plant,,,,,,4,beef,cooked ground beef,,anm,single,,hexanal content (hc),chemical,1.0,5.9,ppm,0.06,4.0,0.77,0.178,,,,,theoretical
anx-0053-59,1,α-tocopherol,0.05,%,0.05,phenol,plant,,,,,,4,beef,cooked ground beef,,anm,single,,hexanal content (hc),chemical,1.0,5.9,ppm,0.12,4.0,1.68,0.39,,,,,theoretical
anx-0053-60,1,α-tocopherol,0.1,%,0.1,phenol,plant,,,,,,4,beef,cooked ground beef,,anm,single,,hexanal content (hc),chemical,1.0,5.9,ppm,0.12,4.0,1.63,0.378,,,,,theoretical
anx-0056,1,control,,,0.0,none,none,,,,,,4,lard,,,,,,pv,chemical,5.0,10.0,meq o2/kg,2.1,60.0,9.0,0.115,,,,,theoretical
anx-0056,1,phenol extract from olive oil mill wastewater,275.0,mg/kg,0.0275,essential oil,plant,,,,,,4,lard,,,anm,single,,pv,chemical,5.0,10.0,meq o2/kg,2.1,60.0,2.8,0.012,,,,,theoretical
anx-0056,1,control,,,0.0,none,none,,,,,,4,lard,,,,,,spectrophotometric indicies e232,chemical,,,,2.4,30.0,2.61,,60.0,0.24,,,theoretical
anx-0056,1,phenol extract from olive oil mill wastewater,275.0,mg/kg,0.0275,essential oil,plant,,,,,,4,lard,,,anm,single,,spectrophotometric indicies e232,chemical,,,,2.4,30.0,2.67,,60.0,0.16,,,theoretical
anx-0056,1,control,,,0.0,none,none,,,,,,4,lard,,,,,,spectrophotometric indicies e270,chemical,,,,0.1,30.0,2.58,,60.0,0.17,,,theoretical
anx-0056,1,phenol extract from olive oil mill wastewater,275.0,mg/kg,0.0275,essential oil,plant,,,,,,4,lard,,,anm,single,,spectrophotometric indicies e270,chemical,,,,0.1,30.0,2.61,,60.0,0.19,,,theoretical
anx-0075,1,control,,,0.0,none,none,,,,,,20,pork,ground pork meat,,,,,tbars,chemical,5.0,2.0,mg mda/kg,0.18,4.0,0.86,0.17,7.0,1.28,0.14,0.64,theoretical
anx-0075,1,control,,,0.0,none,none,,,,,,20,pork,ground pork meat,heat,,single,,tbars,chemical,5.0,2.0,mg mda/kg,0.59,,,,1.0,1.02,,,theoretical
anx-0075,1,rosemary (precooking),0.5,g/kg fat,0.0225,phenol,plant,,,,,,20,pork,ground pork meat,heat,anm,hybrid_simultaneous,,tbars,chemical,5.0,2.0,mg mda/kg,0.13,13.0,0.5,0.028,,,,,theoretical
anx-0075,1,control,,,0.0,none,none,,,,,,20,pork,ground pork meat,heat,,single,,tbars,chemical,5.0,2.0,mg mda/kg,0.18,14.0,0.73,0.039,28.0,0.13,-0.043,0.07,theoretical
anx-0075,1,control,,,0.0,none,none,,,,,,20,pork,ground pork meat,heat,,single,,tbars,chemical,5.0,2.0,mg mda/kg,0.33,28.0,0.75,0.015,56.0,1.24,0.018,0.62,theoretical
anx-0075,1,rosemary (precooking),0.5,g/kg fat,0.0225,phenol,plant,,,,,,20,pork,ground pork meat,heat,anm,hybrid_simultaneous,,tbars,chemical,5.0,2.0,mg mda/kg,0.31,56.0,0.63,0.006,,,,,theoretical
anx-0075,1,rosemary (postcooking),1.5,g/kg fat,0.0675,phenol,plant,,,,,,20,pork,ground pork meat,heat,anm,hybrid_simultaneous,,tbars,chemical,5.0,2.0,mg mda/kg,0.33,56.0,0.54,0.004,,,,,theoretical
anx-0104,1,control,,,0.0,none,none,,,,,,5,horse mackerel,minced,,,,,pv,chemical,5.0,10.0,meq/kg,0.5,4.0,3.45,0.369,,,,,theoretical
anx-0104,1,potato peel water extract,2.4,g/kg,0.24,phenol,plant,,,,,,5,horse mackerel,minced,,anm,single,,pv,chemical,5.0,10.0,meq/kg,0.5,4.0,5.78,0.66,,,,,theoretical
anx-0104,1,potato peel water extract,4.8,g/kg,0.48,phenol,plant,,,,,,5,horse mackerel,minced,,anm,single,,pv,chemical,5.0,10.0,meq/kg,0.5,4.0,5.78,0.66,,,,,theoretical
anx-0104,1,potato peel ethanol extract,2.4,g/kg,0.24,phenol,plant,,,,,,5,horse mackerel,minced,,anm,single,,pv,chemical,5.0,10.0,meq/kg,0.5,4.0,0.58,0.01,,,,,theoretical
anx-0104,1,potato peel ethanol extract,4.8,g/kg,0.48,phenol,plant,,,,,,5,horse mackerel,minced,,anm,single,,pv,chemical,5.0,10.0,meq/kg,0.5,4.0,0.41,-0.011,,,,,theoretical
anx-0114,1,control,0.0,ppm,0.0,none,none,,,ldpe|pp,tray,,4,lamb,minced,,,,,tpc,microbial,5.0,7.0,log cfu/g,4.79,5.0,5.63,0.17,9.0,6.75,0.28,0.964,theoretical
anx-0114,1,thyme leaves extract,250.0,ppm,0.025,phenol,plant,,,ldpe|pp,tray,,4,lamb,minced,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,4.52,5.0,5.43,0.18,9.0,6.23,0.2,0.89,theoretical
anx-0114,1,thyme leaves extract,500.0,ppm,0.05,phenol,plant,,,ldpe|pp,tray,,4,lamb,minced,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,4.49,5.0,5.4,0.18,9.0,6.18,0.195,0.883,theoretical
anx-0114,1,thyme leaves extract,1000.0,ppm,0.1,phenol,plant,,,ldpe|pp,tray,,4,lamb,minced,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,4.52,5.0,5.34,0.16,9.0,6.2,0.215,0.886,theoretical
anx-0114,1,control,0.0,ppm,0.0,none,none,,,ldpe|pp,tray,,4,chicken,minced,,,,,tpc,microbial,5.0,7.0,log cfu/g,5.92,5.0,5.96,0.01,9.0,6.11,0.038,0.873,theoretical
anx-0114,1,thyme leaves extract,250.0,ppm,0.025,phenol,plant,,,ldpe|pp,tray,,4,chicken,minced,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,5.63,5.0,5.67,0.01,9.0,6.0,0.083,0.857,theoretical
anx-0114,1,thyme leaves extract,500.0,ppm,0.05,phenol,plant,,,ldpe|pp,tray,,4,chicken,minced,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,5.4,9.0,5.54,0.02,13.0,6.41,0.218,0.916,theoretical
anx-0114,1,thyme leaves extract,1000.0,ppm,0.1,phenol,plant,,,ldpe|pp,tray,,4,chicken,minced,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,5.56,9.0,5.57,0.0,13.0,6.65,0.27,0.95,theoretical
anx-0114,1,control,0.0,ppm,0.0,none,none,,,ldpe|pp,tray,,4,lamb,minced,,,,,psy,microbial,5.0,7.0,log cfu/g,4.63,5.0,5.59,0.19,9.0,6.69,0.275,0.956,theoretical
anx-0114,1,thyme leaves extract,250.0,ppm,0.025,phenol,plant,,,ldpe|pp,tray,,4,lamb,minced,,anm,single,,psy,microbial,5.0,7.0,log cfu/g,4.47,5.0,5.36,0.18,9.0,6.18,0.205,0.883,theoretical
anx-0114,1,thyme leaves extract,500.0,ppm,0.05,phenol,plant,,,ldpe|pp,tray,,4,lamb,minced,,anm,single,,psy,microbial,5.0,7.0,log cfu/g,4.45,5.0,5.32,0.17,9.0,6.11,0.198,0.873,theoretical
anx-0114,1,thyme leaves extract,1000.0,ppm,0.1,phenol,plant,,,ldpe|pp,tray,,4,lamb,minced,,anm,single,,psy,microbial,5.0,7.0,log cfu/g,4.49,5.0,5.41,0.18,9.0,6.11,0.175,0.873,theoretical
anx-0114,1,control,0.0,ppm,0.0,none,none,,,ldpe|pp,tray,,4,chicken,minced,,,,,psy,microbial,5.0,7.0,log cfu/g,5.79,9.0,5.85,0.01,13.0,6.97,0.28,0.996,theoretical
anx-0114,1,thyme leaves extract,250.0,ppm,0.025,phenol,plant,,,ldpe|pp,tray,,4,chicken,minced,,anm,single,,psy,microbial,5.0,7.0,log cfu/g,5.49,9.0,5.68,0.02,13.0,6.74,0.265,0.963,theoretical
anx-0114,1,thyme leaves extract,500.0,ppm,0.05,phenol,plant,,,ldpe|pp,tray,,4,chicken,minced,,anm,single,,psy,microbial,5.0,7.0,log cfu/g,5.34,9.0,5.4,0.01,13.0,6.41,0.253,0.916,theoretical
anx-0114,1,thyme leaves extract,1000.0,ppm,0.1,phenol,plant,,,ldpe|pp,tray,,4,chicken,minced,,anm,single,,psy,microbial,5.0,7.0,log cfu/g,5.51,9.0,5.4,-0.01,13.0,6.57,0.293,0.939,theoretical
anx-0114,1,control,0.0,ppm,0.0,none,none,,,ldpe|pp,tray,,4,lamb,minced,,,,,tcc,microbial,2.0,3.0,log cfu/g,3.11,,,,1.0,3.11,,,theoretical
anx-0114,1,thyme leaves extract,250.0,ppm,0.025,phenol,plant,,,ldpe|pp,tray,,4,lamb,minced,,anm,single,,tcc,microbial,2.0,3.0,log cfu/g,2.57,1.0,2.57,0.0,4.0,3.54,0.323,1.18,theoretical
anx-0114,1,thyme leaves extract,500.0,ppm,0.05,phenol,plant,,,ldpe|pp,tray,,4,lamb,minced,,anm,single,,tcc,microbial,2.0,3.0,log cfu/g,2.49,1.0,2.49,0.0,4.0,3.74,0.417,1.247,theoretical
anx-0114,1,thyme leaves extract,1000.0,ppm,0.1,phenol,plant,,,ldpe|pp,tray,,4,lamb,minced,,anm,single,,tcc,microbial,2.0,3.0,log cfu/g,2.78,1.0,2.78,0.0,4.0,3.72,0.313,1.24,theoretical
anx-0114,1,control,0.0,ppm,0.0,none,none,,,ldpe|pp,tray,,4,chicken,minced,,,,,tcc,microbial,2.0,3.0,log cfu/g,4.32,,,,1.0,4.32,,,theoretical
anx-0114,1,thyme leaves extract,250.0,ppm,0.025,phenol,plant,,,ldpe|pp,tray,,4,chicken,minced,,anm,single,,tcc,microbial,2.0,3.0,log cfu/g,4.04,,,,1.0,4.04,,,theoretical
anx-0114,1,thyme leaves extract,500.0,ppm,0.05,phenol,plant,,,ldpe|pp,tray,,4,chicken,minced,,anm,single,,tcc,microbial,2.0,3.0,log cfu/g,4.0,,,,1.0,4.0,,,theoretical
anx-0114,1,thyme leaves extract,1000.0,ppm,0.1,phenol,plant,,,ldpe|pp,tray,,4,chicken,minced,,anm,single,,tcc,microbial,2.0,3.0,log cfu/g,4.08,,,,1.0,4.08,,,theoretical
anx-0114,1,control,0.0,ppm,0.0,none,none,,,ldpe|pp,tray,,4,lamb,minced,,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.2,1.0,0.197,0.0,4.0,3.43,1.078,1.72,theoretical
anx-0114,1,thyme leaves extract,250.0,ppm,0.025,phenol,plant,,,ldpe|pp,tray,,4,lamb,minced,,anm,single,,tbars,chemical,0.5,2.0,mg mda/kg,0.22,4.0,0.543,0.04,8.0,1.359,0.204,0.68,theoretical
anx-0114,1,thyme leaves extract,500.0,ppm,0.05,phenol,plant,,,ldpe|pp,tray,,4,lamb,minced,,anm,single,,tbars,chemical,0.5,2.0,mg mda/kg,0.34,4.0,0.548,0.026,8.0,1.058,0.128,0.53,theoretical
anx-0114,1,thyme leaves extract,1000.0,ppm,0.1,phenol,plant,,,ldpe|pp,tray,,4,lamb,minced,,anm,single,,tbars,chemical,0.5,2.0,mg mda/kg,0.3,4.0,0.595,0.037,8.0,1.123,0.132,0.56,theoretical
anx-0114,1,control,0.0,ppm,0.0,none,none,,,ldpe|pp,tray,,4,chicken,minced,,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.65,8.0,0.899,0.016,12.0,1.0,0.025,0.5,theoretical
anx-0114,1,thyme leaves extract,250.0,ppm,0.025,phenol,plant,,,ldpe|pp,tray,,4,chicken,minced,,anm,single,,tbars,chemical,0.5,2.0,mg mda/kg,0.74,12.0,0.899,0.007,,,,,theoretical
anx-0114,1,thyme leaves extract,500.0,ppm,0.05,phenol,plant,,,ldpe|pp,tray,,4,chicken,minced,,anm,single,,tbars,chemical,0.5,2.0,mg mda/kg,0.65,12.0,0.805,0.007,,,,,theoretical
anx-0114,1,thyme leaves extract,1000.0,ppm,0.1,phenol,plant,,,ldpe|pp,tray,,4,chicken,minced,,anm,single,,tbars,chemical,0.5,2.0,mg mda/kg,0.71,12.0,0.85,0.006,,,,,theoretical
anx-0125,1,control,,,0.0,none,none,,,,tray,,4,beef,"minced, raw",,,,,tpc,microbial,5.0,7.0,log cfu/g,5.97,3.0,6.67,0.23,5.0,,,,theoretical
anx-0125,1,galangal,10.0,% w/w,10.0,phenol,plant,,,,tray,,4,beef,"minced, raw",,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,5.91,3.0,6.71,0.27,5.0,,,,theoretical
anx-0125,1,bht,0.02,% w/w,0.02,organic compound (antioxidant),other natural sources,,,,tray,,4,beef,"minced, raw",,,,,tpc,microbial,5.0,7.0,log cfu/g,5.88,3.0,6.84,0.32,5.0,,,,theoretical
anx-0125,1,α-tocopherol,0.1,% w/w,0.1,phenol,plant,,,,tray,,4,beef,"minced, raw",,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,5.76,3.0,6.91,0.38,5.0,,,,theoretical
anx-0125,1,control,,,0.0,none,none,,,,tray,,4,beef,"minced, cooked",heat,,single,,tpc,microbial,5.0,7.0,log cfu/g,5.97,7.0,6.21,0.03,,,,,theoretical
anx-0125,1,galangal,10.0,% w/w,10.0,phenol,plant,,,,tray,,4,beef,"minced, cooked",heat,anm,hybrid_simultaneous,,tpc,microbial,5.0,7.0,log cfu/g,5.91,7.0,5.51,-0.06,,,,,theoretical
anx-0125,1,bht,0.02,% w/w,0.02,organic compound (antioxidant),other natural sources,,,,tray,,4,beef,"minced, cooked",heat,,single,,tpc,microbial,5.0,7.0,log cfu/g,5.88,7.0,5.48,-0.06,,,,,theoretical
anx-0125,1,α-tocopherol,0.1,% w/w,0.1,phenol,plant,,,,tray,,4,beef,"minced, cooked",heat,anm,hybrid_simultaneous,,tpc,microbial,5.0,7.0,log cfu/g,5.76,7.0,6.09,0.05,,,,,theoretical
anx-0135,1,control,,,0.0,none,none,,active_antimicrobial,pa|protein film,bag,active packaging,4,pork,pork meat sausage,,,,,tbars,chemical,0.5,2.0,mg mda/kg,2.44,,,,5.0,2.41,,,theoretical
anx-0135,1,sodium erythorbate,0.2,%,0.2,organic acid,microbial,,active_antimicrobial,pa|protein film,bag,active packaging,4,pork,pork meat sausage,,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.77,5.0,0.73,-0.004,10.0,3.52,0.558,1.76,theoretical
anx-0135,1,lyophilized bee pollen,0.2,%,0.2,phenol,other natural sources,,active_antimicrobial,pa|protein film,bag,active packaging,4,pork,pork meat sausage,,anm,single,,tbars,chemical,0.5,2.0,mg mda/kg,0.67,,,,5.0,2.19,,,theoretical
anx-0170,1,control,,,0.0,none,none,,,,,,21-14,pork,typical italian salami,,,,,weight loss,chemical,,,%,,,,,35.0,35.7,,,theoretical
anx-0170,1,nitrate,100.0,mg/kg,0.01,mineral,other natural sources,,,,,,21-14,pork,typical italian salami,,,,,weight loss,chemical,,,%,,,,,35.0,35.5,,,theoretical
anx-0170,1,unfermented honeybush extract,0.5,%,0.5,phenol,plant,,,,,,21-14,pork,typical italian salami,,anm,single,,weight loss,chemical,,,%,,,,,35.0,35.0,,,theoretical
anx-0170,1,control,,,0.0,none,none,,,,,,21-14,pork,typical italian salami,,,,,aw,chemical,,,,,35.0,0.923,,,,,,theoretical
anx-0170,1,nitrate,100.0,mg/kg,0.01,mineral,other natural sources,,,,,,21-14,pork,typical italian salami,,,,,aw,chemical,,,,,35.0,0.935,,,,,,theoretical
anx-0170,1,unfermented honeybush extract,0.5,%,0.5,phenol,plant,,,,,,21-14,pork,typical italian salami,,anm,single,,aw,chemical,,,,,35.0,0.928,,,,,,theoretical
anx-0170,1,control,,,0.0,none,none,,,,,,21-14,pork,typical italian salami,,,,,tbars,chemical,0.5,2.0,mg mda/kg,,,,,35.0,1.34,,0.67,theoretical
anx-0170,1,nitrate,100.0,mg/kg,0.01,mineral,other natural sources,,,,,,21-14,pork,typical italian salami,,,,,tbars,chemical,0.5,2.0,mg mda/kg,,35.0,0.41,,,,,,theoretical
anx-0170,1,unfermented honeybush extract,0.5,%,0.5,phenol,plant,,,,,,21-14,pork,typical italian salami,,anm,single,,tbars,chemical,0.5,2.0,mg mda/kg,,35.0,0.48,,,,,,theoretical
anx-0220-221,1,control,,,0.0,none,none,,active_antimicrobial,ldpe|pa|protein film,bag,active packaging,4,pork,bologna-type sausages,,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.44,21.0,0.68,0.006,,,,,theoretical
anx-0220-221,1,black quinoa seeds,2.5,%,2.5,phenol,plant,,active_antimicrobial,ldpe|pa|protein film,bag,active packaging,4,pork,bologna-type sausages,,anm+map,hybrid_simultaneous,,tbars,chemical,0.5,2.0,mg mda/kg,0.22,21.0,0.3,0.002,,,,,theoretical
anx-0220-221,1,black quinoa wet-milling coproducts,2.5,%,2.5,fiber,plant,,active_antimicrobial,ldpe|pa|protein film,bag,active packaging,4,pork,bologna-type sausages,,anm+map,hybrid_simultaneous,,tbars,chemical,0.5,2.0,mg mda/kg,0.3,21.0,0.38,0.002,,,,,theoretical
anx-0220-221,1,black quinoa seeds,2.5,%,2.5,phenol,plant,,active_antimicrobial,ldpe|pa|protein film,bag,active packaging,4,pork,bologna-type sausages,,anm+map,hybrid_simultaneous,,δe,chemical,,,,1.07,21.0,0.31,,,,,,theoretical
anx-0220-221,1,black quinoa wet-milling coproducts,2.5,%,2.5,fiber,plant,,active_antimicrobial,ldpe|pa|protein film,bag,active packaging,4,pork,bologna-type sausages,,anm+map,hybrid_simultaneous,,δe,chemical,,,,6.71,21.0,0.24,,,,,,theoretical
anx-0245,1,control,,,0.0,none,none,,,ldpe,pouch,,4,goat,goat nuggets,,,,,tpc,microbial,5.0,7.0,log cfu/g,2.6,16.0,3.9,0.08,,,,,theoretical
anx-0245,1,dry drumstick flower (moringa oleifera l.),1.0,%,1.0,phenol,plant,,,ldpe,pouch,,4,goat,goat nuggets,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,2.6,16.0,3.9,0.08,,,,,theoretical
anx-0245,1,dry drumstick flower (moringa oleifera l.),2.0,%,2.0,phenol,plant,,,ldpe,pouch,,4,goat,goat nuggets,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,2.6,16.0,3.7,0.07,,,,,theoretical
anx-0245,1,control,,,0.0,none,none,,,ldpe,pouch,,4,goat,goat nuggets,,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.2,16.0,0.9,0.022,,,,,theoretical
anx-0245,1,dry drumstick flower (moringa oleifera l.),1.0,%,1.0,phenol,plant,,,ldpe,pouch,,4,goat,goat nuggets,,anm,single,,tbars,chemical,0.5,2.0,mg mda/kg,0.2,16.0,0.8,0.019,,,,,theoretical
anx-0245,1,dry drumstick flower (moringa oleifera l.),2.0,%,2.0,phenol,plant,,,ldpe,pouch,,4,goat,goat nuggets,,anm,single,,tbars,chemical,0.5,2.0,mg mda/kg,0.2,16.0,0.7,0.016,,,,,theoretical
anx-0254,1,control,,,0.0,none,none,,map,pa,tray,,"4c, 8c after d7",pork,pork meat hamburgers,,,,,tbars,,0.5,2.0,mg mda/kg,0.35,13.0,0.944,0.023,16.0,1.394,0.15,0.7,theoretical
anx-0254,1,cranberry pomace extracts,2.0,%,2.0,anthocyanins,plant,,map,pa,tray,,"4c, 8c after d8",pork,pork meat hamburgers,,anm+map,hybrid_simultaneous,,tbars,,0.5,2.0,mg mda/kg,0.06,16.0,0.206,0.004,,,,,theoretical
anx-0294,1,control,0.0,%,0.0,none,none,,,,,,4,pork,pork sausage,,,,,tpc,microbial,5.0,7.0,log cfu/g,3.17,7.0,4.18,0.14,,,,,theoretical
anx-0294,1,cacao bean husk powder,0.25,%,0.25,protein  aa,plant,,,,,,4,pork,pork sausage,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,3.23,7.0,4.23,0.14,,,,,theoretical
anx-0294,1,cacao bean husk powder,0.5,%,0.5,protein  aa,plant,,,,,,4,pork,pork sausage,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,3.25,7.0,4.24,0.14,,,,,theoretical
anx-0294,1,cacao bean husk powder,0.75,%,0.75,protein  aa,plant,,,,,,4,pork,pork sausage,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,3.23,7.0,4.29,0.15,,,,,theoretical
anx-0294,1,cacao bean husk powder,1.0,%,1.0,protein  aa,plant,,,,,,4,pork,pork sausage,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,3.28,7.0,4.34,0.15,,,,,theoretical
anx-0294,1,cacao bean husk powder,2.0,%,2.0,protein  aa,plant,,,,,,4,pork,pork sausage,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,3.27,7.0,4.35,0.15,,,,,theoretical
anx-0294,1,control,0.0,%,0.0,none,none,,,,,,4,pork,pork sausage,,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.79,1.0,0.79,0.0,4.0,1.15,0.12,0.58,theoretical
anx-0294,1,cacao bean husk powder,0.25,%,0.25,protein  aa,plant,,,,,,4,pork,pork sausage,,anm,single,,tbars,chemical,0.5,2.0,mg mda/kg,0.46,8.0,0.53,0.004,,,,,theoretical
anx-0294,1,cacao bean husk powder,0.5,%,0.5,protein  aa,plant,,,,,,4,pork,pork sausage,,anm,single,,tbars,chemical,0.5,2.0,mg mda/kg,0.37,8.0,0.44,0.004,,,,,theoretical
anx-0294,1,cacao bean husk powder,0.75,%,0.75,protein  aa,plant,,,,,,4,pork,pork sausage,,anm,single,,tbars,chemical,0.5,2.0,mg mda/kg,0.22,8.0,0.3,0.005,,,,,theoretical
anx-0294,1,cacao bean husk powder,1.0,%,1.0,protein  aa,plant,,,,,,4,pork,pork sausage,,anm,single,,tbars,chemical,0.5,2.0,mg mda/kg,0.19,8.0,0.25,0.004,,,,,theoretical
anx-0294,1,cacao bean husk powder,2.0,%,2.0,protein  aa,plant,,,,,,4,pork,pork sausage,,anm,single,,tbars,chemical,0.5,2.0,mg mda/kg,0.17,8.0,0.2,0.002,,,,,theoretical
anm-0064,2,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,,,,tvc,microbial,5.0,7.0,log cfu/g,3.6,1.0,3.6,0.0,2.0,8.7,5.1,1.243,theoretical
